Training Provider Name,Address,Telephone No.,Email,Website Link,Industry
SJ3 SERVICES SDN. BHD.,,60173968512,sj2services20@gmail.com,No Corporate Domain Detected (Gmail),Services
VGC TRADING,,601111896498,knowmansor89@gmail.com,No Corporate Domain Detected (Gmail),Trading
DSC CONSULTING SDN. BHD.,,60379859999,hr@chengco.com.my,http://www.chengco.com.my,Consulting
SHERAHISHAM MEDIA SDN. BHD.,,60195256935,fazrul@sheraconsultancy.com,http://www.sheraconsultancy.com,Media Consultancy
OMNISOV SDN. BHD.,,60123036716,amanda.lim@omnisov.my,http://www.omnisov.my,Omnisov
CATALYST ADVISORY SERVICES SDN. BHD.,,60184092567,lee_chiayee@hotmail.com,No Corporate Domain Detected (Hotmail),Advisory Services
APPLE ACADEMY SDN. BHD.,,60163066336,hello.appleacademy@gmail.com,No Corporate Domain Detected (Gmail),Academy
CEOSYNERGY SDN. BHD.,,60126336086,ceosynergy.my@gmail.com,No Corporate Domain Detected (Gmail),Synergy
TX CORPORATE SOLUTIONS SDN. BHD.,,60176364203,admin@txadvisory.com,http://www.txadvisory.com,Corporate Solutions
DI PURBA INTERNATIONAL SDN. BHD.,,60196412972,raihan@mnconsults.com,http://www.mnconsults.com,International
GENOR AI BUSINESS SOLUTIONS,,601165071218,mnorlizah@genorai.net,http://www.genorai.net,AI Business
PROJEXEL TECHNOLOGIES SDN. BHD.,,60128571410,ad.projexel@gmail.com,No Corporate Domain Detected (Gmail),Technologies
HELIO CONSULTING & TRAINING PLT,,60108121388,helioconsulting@outlook.com,No Corporate Domain Detected (Outlook),Consulting Training
SHIFT SENSORY DISCOVERY PLT,,601111286366,sally.yapcy@gmail.com,No Corporate Domain Detected (Gmail),Sensory Discovery
MAKKAL OSAI RESOURCES,,60162213320,stargobi@gmail.com,No Corporate Domain Detected (Gmail),Resources
YAYASAN TENGKU ABDUL AZIZ SULTAN ABU BAKAR,,60189718220,yayasantengkuabdulaziz@outlook.com,No Corporate Domain Detected (Outlook),Foundation
AGENSI PEKERJAAN RSH SDN. BHD.,,60327796885,accounts@rshconsult.com,http://www.rshconsult.com,Employment Agency
SELEKSI KENTAL SDN. BHD.,"UNIT 5-03A 5TH FLOOR,WISMA TAN KIM SAN,NO 518A,3RD MILE,JALAN SULTAN AZLAN SHAH,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-51200",60123145001,seleksikental.sb@outlook.com,No Corporate Domain Detected (Outlook),Selection
TBUN NETWORK SDN. BHD.,"A-03-09,GALERIA HARTAMAS,JALAN 26A/70A,,DESA SRI HARTAMAS,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50480",+60163965688,tbunnetwork@gmail.com,No Corporate Domain Detected (Gmail),Network
DELOITTE CONSULTING (SEA) SDN. BHD.,,60376109131,fochen@deloitte.com,http://www.deloitte.com,Consulting
LWA ACADEMY,,60362063288,lwa.enquiry@gmail.com,No Corporate Domain Detected (Gmail),Academy
KAZE PLT,,60123008683,khaizenleow@yahoo.com,No Corporate Domain Detected (Yahoo),Kaze
QBOYD CONSULTANCY SERVICES,,60322018552,bipin@qboydsolutions.com,http://www.qboydsolutions.com,Consultancy Services
THE MALAYSIAN WATER ASSOCIATION,,60362012250,johari@mwa.org.my,http://www.mwa.org.my,Water Association
THE EPICUREAN ENTERPRISE,,601161929123,info.theepicurean@gmail.com,No Corporate Domain Detected (Gmail),Epicurean
LIMA DERIA SDN. BHD.,,60136225256,nursyuhada@limaderia.com,http://www.limaderia.com,Five Senses
EXPERIENCE ENABLERS PLT,,60198205889,michelle@experienceenablers.com,http://www.experienceenablers.com,Experience
ARIVALI TRAINING,,601139364024,chrismegam@gmail.com,No Corporate Domain Detected (Gmail),Training
PINNACLE AERO CONSULTANCY & TRAINING,,60126905407,razaliidris1907@gmail.com,No Corporate Domain Detected (Gmail),Aero Consultancy
EIS INTERNATIONAL ACADEMY SDN. BHD.,,60164241986,eismohan@gmail.com,No Corporate Domain Detected (Gmail),International Academy
TOSHI SDN. BHD.,"SUITE 9.3(A) LEVEL 9,,WISMA CHASE PERDANA,JALAN SEMANTAN,BUKIT DAMANSARA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50490",60327879191,finance@toshi.com.my,http://www.toshi.com.my,Toshi
CISCO ACADEMY SDN. BHD.,,60123047143,kalathevi.nalarajah@ciscosecurity.com,http://www.ciscosecurity.com,Cisco Academy
TALENTED CONSULTING SDN. BHD.,,60122085696,hmajdi@gmail.com,No Corporate Domain Detected (Gmail),Talented Consulting
BODY FOR LIFE SDN. BHD.,,60126272444,simone.quinten@gmail.com,No Corporate Domain Detected (Gmail),Body Life
WISDOM VIDE TRAINING & SOLUTIONS SDN. BHD.,,60123183728,wisdomvide9@gmail.com,No Corporate Domain Detected (Gmail),Training Solutions
MRLAB SDN. BHD.,,60162121000,johnson.tan@pinnacleanalytics.com.my,http://www.pinnacleanalytics.com.my,Lab
NEXT EDVANTAGE SDN. BHD.,,60173317803,sharonymchan@gmail.com,No Corporate Domain Detected (Gmail),Edvantage
LUNIX LUMINOUS SDN. BHD.,,60182773099,lumeduoperation@gmail.com,No Corporate Domain Detected (Gmail),Luminous
NEXUS WORLDWIDE RESOURCES,,6001110872976,nexus.worldwide769@gmail.com,No Corporate Domain Detected (Gmail),Worldwide Resources
CSL GLOBAL SOLUTIONS (M) SDN. BHD.,,60386817277,info@csl-global.com,http://www.csl-global.com,Global Solutions
SURYA NAUTIKA SDN. BHD.,"A-27-1, LEVEL 27,,HAMPSHIRE PLACE OFFICE,,157, HAMPSHIRE 1,,JALAN MAYANG SARI,,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50450",60327103970,yusri@suryanautika.com.my,http://www.suryanautika.com.my,Nautika
IM MERCHANT SDN.BHD.,,60135673483,immmerchant@gmail.com,No Corporate Domain Detected (Gmail),Merchant
MALAYSIAN DYNAMIC MEDIA SDN. BHD.,"13-5,KIARA 9 RESIDENCY,JALAN KIARA 3,MONT KIARA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50480",60123831294,jakeabdullah@yahoo.com,No Corporate Domain Detected (Yahoo),Dynamic Media
SAMRAT BUMI SDN. BHD.,,60109334032,vijayantharan7@gmail.com,No Corporate Domain Detected (Gmail),Bumi
DNYH INTERNATIONAL SDN. BHD.,,60127971520,dnyh86152@gmail.com,No Corporate Domain Detected (Gmail),International
ELITE ASIA LOCALISATION (MY) SDN. BHD.,,60392128558,enquiry-my@eliteasia.co,http://www.eliteasia.co,Localization
AVERIS SDN. BHD.,,60327857900,albert_lee@avs-x.com,http://www.avs-x.com,Business Services
MOVE ACADEMY PLT,,60132075523,edu@moveprivatefitness.com,http://www.moveprivatefitness.com,Academy
EDURISE SDN. BHD.,,60103114904,usj1lisa@gmail.com,No Corporate Domain Detected (Gmail),Rise
CENDEKIA PRO SDN. BHD.,,60167156659,cendekiapro@outlook.com,No Corporate Domain Detected (Outlook),Pro
ALEEF BERKAT ENTERPRISE,,60199041010,aleefberkatenterprise@yahoo.com.my,No Corporate Domain Detected (Yahoo),Enterprise
THIRD OPINION PARTNERS SDN. BHD.,,6019 354 0111,sookleng.chong@thirdopinionpartners.com,http://www.thirdopinionpartners.com,Opinion Partners
AL-AMEEN SERVE HOLDINGS SDN. BHD.,,60341434343,admin@alameenserve.com,http://www.alameenserve.com,Serve Holdings
ENVIRONMENTAL GREEN ENERGY SDN. BHD.,,60123145001,EGENERGY.SB@OUTLOOK.COM,No Corporate Domain Detected (Outlook),Green Energy
LIFE YCC SDN. BHD.,,60323811950,life.ycc.co@gmail.com,No Corporate Domain Detected (Gmail),Life
ICONTRO SOFTWARE SDN. BHD.,,60392131450,accounts@icontro.com,http://www.icontro.com,Software
CKP DIGITAL CORPORATE SERVICES SDN. BHD.,,60184614408,yegeneswary@ckpartners.com.my,http://www.ckpartners.com.my,Corporate Services
MELECH TRAINING & CONSULTANCY,,60193572110,dssv005@gmail.com,No Corporate Domain Detected (Gmail),Training Consultancy
IMPIAN MAJU PINTAR ENTERPRISE,,60102985923,mingshen96@gmail.com,No Corporate Domain Detected (Gmail),Enterprise
NEUTRON GROUP SDN. BHD.,,60123706182,mnazrin@neutron.my,http://www.neutron.my,Neutron Group
DIGITAL X BRANDING SDN. BHD.,,60164445761,digitalxbranding@gmail.com,No Corporate Domain Detected (Gmail),Branding
ALEX CHOW AUTONOMOUS DESIGNS SDN. BHD.,,60178062388,alexchow.acad@outlook.com,No Corporate Domain Detected (Outlook),Autonomous Designs
XTTACK EVENT MANAGEMENT SDN. BHD.,,60163954217,ryanheng@xttack.com,No Corporate Domain Detected (Gmail),Event Management
IDEALAB SERVICES SDN. BHD.,,+60102332810,deevagaran@idealab.com.my,http://www.idealab.com.my,Idealab
TALKING OAKS STUDIO,,60122228528,suwei6712@gmail.com,No Corporate Domain Detected (Gmail),Talking Oaks
THE EIC ENERGY MARKET INTELLIGENCE (ASIA PACIFIC) SDN. BHD.,,60327253600,aishah.azmi@the-eic.com,,
KOPERASI USAHAWAN DIGITAL MALAYSIA BERHAD,,60123361813,koperasikeusahawanan@gmail.com,No Corporate Domain Detected (Gmail),Digital Cooperative
ISPRING SOLUTIONS,,60162255276,anjeradzi@ispringsolutions.my,http://www.ispringsolutions.my,Solutions
MAHA TRAINING & CONSULTANCY,,60128415390,malar.ramaloo@gmail.com,No Corporate Domain Detected (Gmail),Training Consultancy
YK CORPORATE CONSULTANTS SDN. BHD.,"NO 37,JALAN 9/62A,BANDAR MENJALARA,KEPONG,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-52200",60362726933,wong@yk.com.my,http://www.yk.com.my,Corporate Consultants
WELLBEING PSYCHOLOGY AND NUTRITION GROUP SDN. BHD.,,60179313116,general@wellbeingcenter.org,,
MKH ACADEMY SDN. BHD.,,60340313991,admin@mk-hospitality.my,http://www.mk-hospitality.my,Hospitality Academy
BEHAVIOUR ANALYSIS ACADEMY AND SOLUTIONS SDN. BHD.,,60196463609,behaviouranalysisacademy@gmail.com,,
JASA MANPOWER SERVICES SDN. BHD.,,60123145001,jasa.manpower@outlook.com,No Corporate Domain Detected (Outlook),Manpower Services
J.V. MEGAM TRAINING & DEVELOPMENT,,60146603936,j.vmegam777@gmail.com,No Corporate Domain Detected (Gmail),Training Development
ACL ADVISORY GROUP SDN. BHD.,,60132863413,chaileng5605@gmail.com,No Corporate Domain Detected (Gmail),Advisory Group
BUMI DEWATA RESOURCES,,60104077003,bumidewataresources@gmail.com,No Corporate Domain Detected (Gmail),Resources
KSA CITY CAMPUS SDN. BHD.,,601133021018,ksacitycampus@gmail.com,No Corporate Domain Detected (Gmail),Campus
QUICKPRO SOLUTIONS SDN. BHD.,,60377279986,finance@quickpro.com.my,http://www.quickpro.com.my,Solutions
DAZZLING SMILES DENTAL PLT,,60163938129,lzw_purpleaquarius@hotmail.com,No Corporate Domain Detected (Hotmail),Dental
SMART INSTRUMENTS (M) SDN. BHD.,,60146963994,contact@smartinstruments.com.my,http://www.smartinstruments.com.my,Instruments
TASHIN TRAVEL SDN. BHD.,,60193672354,ghlim@tashintravel.com,http://www.tashintravel.com,Travel
MD WORLDWIDE ENTERPRISE,,60182166329,affiq.4492@gmail.com,No Corporate Domain Detected (Gmail),Worldwide
LTL SUCCESS RESOURCES,,60179018717,learningtolearn.ltl@gmail.com,No Corporate Domain Detected (Gmail),Success Resources
DDNK HOLDINGS SDN. BHD.,,+603-86796379,omkarini@ddnkholdings.com,http://www.ddnkholdings.com,Holdings
SUMMIT FEATURES SDN. BHD.,,60386795933,info@summitfeatures.com,http://www.summitfeatures.com,Features
HEART MIND SOUL HEALING CENTRE,"UNIT 2.49, SECOND FLOOR,,KOMPLEKS DESA,TAMAN KEPONG,KEPONG,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-52100",60133942222,muniandyramachandran@gmail.com,No Corporate Domain Detected (Gmail),Healing Centre
SKILLRISE CAREER SOLUTIONS,,60192371102,info.skillrisecareersolutions@gmail.com,No Corporate Domain Detected (Gmail),Career Solutions
SSSJ TRAINING AND CONSULTANCY,,60123091357,subra2515@hotmail.com,No Corporate Domain Detected (Hotmail),Training Consultancy
EVERBEST MEDIA SDN. BHD.,,60126668453,everbestmedia@yahoo.com,No Corporate Domain Detected (Yahoo),Media
LIBERATION TRAINING & DEVELOPMENT,,60199101019,fntz.facilitator@gmail.com,No Corporate Domain Detected (Gmail),Training Development
GC MANAGEMENT VENTURES SDN. BHD.,,+60182497626,admin@growthcharger.com,http://www.growthcharger.com,Management Ventures
HCDC SOLUTIONS,,60322829172,hcdcsolutions19@gmail.com,No Corporate Domain Detected (Gmail),Solutions
IMTC GLOBAL SDN. BHD.,,60320240470,training@imtc.my,http://www.imtc.my,Global
REHEAL GROUP SDN. BHD.,,60183157884,rehealgroupsb@gmail.com,No Corporate Domain Detected (Gmail),Reheal
CORPORATE STREETS SDN. BHD.,,60122076768,aidalim@corporatestreets.com,http://www.corporatestreets.com,Corporate Streets
MOMENTUMS INTERNATIONAL (M) SDN. BHD.,,60135513580,momentums2025@gmail.com,No Corporate Domain Detected (Gmail),International
TAB SECURITY SDN. BHD.,,60392013353,management.tabs@gmail.com,No Corporate Domain Detected (Gmail),Security
ADVANCE GOALS SDN. BHD.,,60184670510,88loong@gmail.com,No Corporate Domain Detected (Gmail),Goals
CCI COACHING CULTURE INTERNATIONAL SDN. BHD.,,60122993523,Jayshumwy@outlook.com,No Corporate Domain Detected (Outlook),Coaching Culture
NAFAZ CONSULT,,60108999933,consult@nafaz.com.my,http://www.nafaz.com.my,Consult
WOORI VENTURES,,60126767969,ventures.woori@outlook.com,No Corporate Domain Detected (Outlook),Ventures
OMY SDN. BHD.,,60169188881,omy.onlin3@gmail.com,No Corporate Domain Detected (Gmail),Omy
BAWATANA SDN. BHD.,"ARAS 3, BLOCK C, THE FIVE @ KPD,KOMPLEKS PEJABAT DAMANSARA,49, JALAN DUNGUN,,BUKIT DAMANSARA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50490",60122888074,hardeshsingh@gmail.com,No Corporate Domain Detected (Gmail),Bawatana
ESG MARKETS SDN. BHD.,,60125151441,shak@esgmarekts.co,http://www.esgmarekts.co,ESG Markets
AURUMCOV SDN. BHD.,,60164882604,daphne.au03@gmail.com,No Corporate Domain Detected (Gmail),Aurumcov
BEINCLARITY SDN. BHD.,,601137495354,ashleydc@beinclarity.com,http://www.beinclarity.com,Clarity
HISERV ENGINEERING (M) SDN. BHD.,,60173036224,fadhil@hiserv.com.my,http://www.hiserv.com.my,Engineering
AGENSI PEKERJAAN JOBSTORE SDN. BHD.,,60327165199,corporate@jobstore.com,http://www.jobstore.com,Job Store
PERTUBUHAN JALINAN PERPADUAN NEGARA MALAYSIA,,60173589864,teratak.imran@gmail.com,No Corporate Domain Detected (Gmail),Unity Organization
CYITATECH SDN. BHD.,,601133224773,termizianuar1981@gmail.com,No Corporate Domain Detected (Gmail),Tech
CLEAR ALIGNERS II SDN. BHD.,,60129875139,hafizah@drclearaligners.com,http://www.drclearaligners.com,Clear Aligners
ANDERSEN MALAYSIA SDN. BHD.,,60348196382,lynnie.soo@my.andersen.com,http://www.my.andersen.com,Malaysia
GREGORY MEEHAN CONSULTING SDN. BHD.,,60162194195,greg@gregorymeehan.com,http://www.gregorymeehan.com,Consulting
FIKZENTRY ENTREPRISE,,60182212494,askfikzentry@gmail.com,No Corporate Domain Detected (Gmail),Entreprise
D.M.F.H. ENTERPRISE,,601116351138,fathurharun@gmail.com,No Corporate Domain Detected (Gmail),Enterprise
ADDEEN SYNERGY RESOURCES,,60196012400,asfan5477@gmail.com,No Corporate Domain Detected (Gmail),Synergy Resources
ZERA CREATOR GLOBAL SDN. BHD.,,60172635685,zeracreatorglobal@gmail.com,No Corporate Domain Detected (Gmail),Creator Global
WAHINE CAPITAL SDN. BHD.,,60364139364,rejina@Wcapital.asia,http://www.Wcapital.asia,Capital
NEXIFY ASIA SDN. BHD.,,60193348730,kishen@nexifyasia.com,http://www.nexifyasia.com,Asia
BSD CONSULTANCY SDN. BHD.,,603-77329873,admin-my@bsd.com.sg,http://www.bsd.com.sg,Consultancy
JOB XCEL SOLUTIONS SDN. BHD.,,60162637635,vijayswar@yahoo.com,No Corporate Domain Detected (Yahoo),Solutions
ERA NET ADVERTISING & PUBLICATION SDN. BHD.,,60122065610,eranet.studio4@gmail.com,No Corporate Domain Detected (Gmail),Advertising
LAW PARTNERSHIP CONSULTANCY SDN. BHD.,,60392122799,talent@lawsenb.com,http://www.lawsenb.com,Legal Partnership
ASIANKOM COMMUNICATION (M) SDN. BHD.,,60389661030,lakhvinder@asiankom.com,http://www.asiankom.com,Communication
ZANICYBTES SDN. BHD.,,60163051704,zanicbytes@gmail.com,No Corporate Domain Detected (Gmail),Bytes
DESIGN LEGACY STUDIO,,60183500326,designlegacy.studio@gmail.com,No Corporate Domain Detected (Gmail),Design Studio
EHSAN JAYA VENTURES SDN. BHD.,,60341425100,jscorp_2009@yahoo.com,No Corporate Domain Detected (Yahoo),Ventures
TVG COACHING AND TRAINING SDN. BHD.,,60323857289,tvgcoachingandtrainingsdnbhd@gmail.com,No Corporate Domain Detected (Gmail),Coaching Training
OVALAPP SDN. BHD.,,60106505250,faeez.idris@ovalsustainability.com,http://www.ovalsustainability.com,Sustainability App
KHALEK AWANG & ASSOCIATES SDN. BHD.,,60341428281,acc.kaasb@gmail.com,No Corporate Domain Detected (Gmail),Associates
SUMMIT TRAINING SOLUTIONS,,60133931109,gsm9110@gmail.com,No Corporate Domain Detected (Gmail),Training Solutions
YCG BUSINESS SOLUTIONS,,60163892288,giamwaikit0510@gmail.com,No Corporate Domain Detected (Gmail),Business Solutions
DREAM TRUE EMPIRE,,601111130317,support@dreamtrue.com.my,http://www.dreamtrue.com.my,Empire
THEMADE CONSULTANCY,,60174663320,corporate.themadeconsultancy@gmail.com,No Corporate Domain Detected (Gmail),Consultancy
INTERGER ACADEMY,,60193734932,michael.hanrainforest@gmail.com,No Corporate Domain Detected (Gmail),Academy
INTELLECT SPHERE CONSULTANCY SDN. BHD.,,601124118756,nurhamizahabdhmid@gmail.com,No Corporate Domain Detected (Gmail),Sphere Consultancy
TIVAARAA SKILL EMPIRE ( M ) SDN. BHD.,,60169664379,tivaraamakeupartistry@gmail.com,No Corporate Domain Detected (Gmail),Skill Empire
TALENT TRAIN ACADEMY,,60167777321,talenttrainacademy@gmail.com,No Corporate Domain Detected (Gmail),Train Academy
COACHINGPEN SERVICES,,60184006758,barrykct@gmail.com,No Corporate Domain Detected (Gmail),Coaching Services
QAMAR CONSULTANCY,,60129841100,azizulman@gmail.com,No Corporate Domain Detected (Gmail),Consultancy
ECOWAY CONCEPT SDN. BHD.,,60129871229,admin@acowayconcept.com,No Corporate Domain Detected (Gmail),Concept
INTERNATIONAL GREEN TECHNOLOGIES RESEARCH & DEVELOPMENT INSTITUTE,,601115491535,sam@igreentech.org,,
GLOBAL ENTREPRENEURSHIP SDN. BHD.,,60122088749,vani@startupmalaysia.org,http://www.startupmalaysia.org,Entrepreneurship
COMPANA INTERNATIONAL SDN. BHD.,,60386053518,thomas@compana.asia,http://www.compana.asia,International
ACCSYS CONSULT SDN. BHD.,,60122732274,celes@accsysgroup.com,http://www.accsysgroup.com,Consult
TIME COST MANAGEMENT SDN. BHD.,,60397643779,office@timecost.my,http://www.timecost.my,Cost Management
UTM HOLDINGS SDN. BHD.,,60322028996,khaliesahsyla@gmail.com,No Corporate Domain Detected (Gmail),Holdings
100 MONKEYS CONSULTING SDN. BHD.,,60122688338,philipleong@live.com.my,No Corporate Domain Detected (Live),Consulting
EVE M SOLUTION,,60125876834,eve@evesolution.com.my,http://www.evesolution.com.my,Solution
COMPUTS SDN. BHD.,,60377337735,info@computs.com.my,http://www.computs.com.my,Computs
DUKE PERFORMANCE EMPIRE,,60199918174,duke@dukeperformanceempire.com,No Corporate Domain Detected (Gmail),Performance Empire
FLOW LEARNING SERVICES,,60173974558,khalidashabery@gmail.com,No Corporate Domain Detected (Gmail),Learning Services
IES INTERNATIONAL ENGLISH STANDARD SDN. BHD.,,60163220951,georgelau12@gmail.com,No Corporate Domain Detected (Gmail),English Standard
MERCER (MALAYSIA) SDN. BHD.,,60327874900,husna.zulkifli@mercer.com,http://www.mercer.com,HR Consulting
RENIE BEAUTY ELECTROLYSIS SDN. BHD.,,60133008001,anits12@yahoo.com,No Corporate Domain Detected (Yahoo),Beauty
TRIGO QUALITY SOLUTIONS SDN. BHD.,,33761141165,guillaume.graff@trigo-group.com,http://www.trigo-group.com,Quality Solutions
ARC MARKETING ACADEMY,,60143332775,ericjohn110@gmail.com,No Corporate Domain Detected (Gmail),Marketing Academy
POLITEKNIK METRO KUALA LUMPUR,,+60342518000,kamarulizuan@pmkl.edu.my,http://www.pmkl.edu.my,Polytechnic
LIFE SUPPORT SPECIALIST CONSULTANCY,,601162358615,lisatrainingcenter@gmail.com,No Corporate Domain Detected (Gmail),Specialist Consultancy
PERTUBUHAN KEBAJIKAN PETUGAS FELDA PLANTATION MANAGEMENT SDN BHD MALAYSIA (PKPFPM),,60193593287,firdaus.an@felda.net.my,,
MARVELOUS FZ,,60127292738,marvelousfz@yahoo.com,No Corporate Domain Detected (Yahoo),FZ
QUBE INTEGRATED MALAYSIA SDN. BHD.,,60192477931,aida@qube.com.my,http://www.qube.com.my,Integrated
PERTUBUHAN RESTU AMAL JASA MALAYSIA,,60125085256,restu.msia@gmail.com,No Corporate Domain Detected (Gmail),NGO
EDUKASI MAJU SDN. BHD.,,60129155803,survinder@knowledgegroupco.com,http://www.knowledgegroupco.com,Education
ASCEND TRAINING & ADVANCEMENT SOLUTIONS SDN. BHD.,,60143331095,CALVYN.NG93@GMAIL.COM,No Corporate Domain Detected (Gmail),Advancement Solutions
REALIFE VENTURE,,60122535828,amythewatwork@gmail.com,No Corporate Domain Detected (Gmail),Venture
DASHINSIGHTS SDN. BHD.,,601220888743,dashinsights@gmail.com,No Corporate Domain Detected (Gmail),Insights
TALENTMIND ASIA PLT,,60169652611,ch.leong1@gmail.com,No Corporate Domain Detected (Gmail),Talent Mind
PRIMAX TRAINING & CONSULTANCY SERVICES,,60122739153,paul@primaxtraining.com,http://www.primaxtraining.com,Training Services
QUADRANT 2 TECHNOLOGIES SDN. BHD.,,60197708151,admin@quadrant2.com.my,http://www.quadrant2.com.my,Technologies
CREATE VALUE INTERNATIONAL SDN. BHD.,,601157614930,createvalueinternational@gmail.com,No Corporate Domain Detected (Gmail),Value International
SAPIENT ENTERPRISE,,60122877728,sapiententerprise05@gmail.com,No Corporate Domain Detected (Gmail),Enterprise
OILS GLOBAL SDN. BHD.,,60109260274,opsteam@oilsglobal.com,http://www.oilsglobal.com,Global
CRISIS SHIELD SOLUTIONS SDN. BHD.,,60146210982,kaisheng96@hotmail.com,No Corporate Domain Detected (Hotmail),Crisis Solutions
WASIM EXCELLENCE HUB,,+60133836433,izzathazeq@gmail.com,No Corporate Domain Detected (Gmail),Excellence Hub
AK TRAINING ACADEMY,,60137212824,admin@aktrainingacademy.com,http://www.aktrainingacademy.com,Training Academy
VITAL DESIGN SDN. BHD.,,+60125600315,dave@vitaldesign.com.my,http://www.vitaldesign.com.my,Design
LEADBRAND ACADEMY,,60175802027,shalini.mdmt@gmail.com,No Corporate Domain Detected (Gmail),Brand Academy
MY SUPER TRAINING SDN. BHD.,,60134318678,mysupertraining@gmail.com,No Corporate Domain Detected (Gmail),Super Training
ADVISO BUSINESS CONSULTING,,60102114882,advisobusiness@gmail.com,No Corporate Domain Detected (Gmail),Business Consulting
